Product Name,Cleaned Description,processed_description,tokenized_description,sentiment_score,keyword_count,named_entities,pos_tags
DesignPro Tools Plus,designprois next generation ofelixirsuites new improved tools creating editing print resources designing business documents print resources page layouts created edited easy use graphical windows environment designpro tools plus provides visual interface enables designers create edit form font image resources documents produced afp xerox production printers concurrent licensing enables multiple users single license,designprois next generation ofelixirsuites new improved tools creating editing print resources designing documents print resources page layouts created edited easy use graphical windows environment designpro tools plus provides visual interface enables designers create edit form font image resources documents produced afp xerox production printers concurrent licensing enables multiple users single license,"['designprois', 'next', 'generation', 'ofelixirsuites', 'new', 'improved', 'tools', 'creating', 'editing', 'print', 'resources', 'designing', 'documents', 'print', 'resources', 'page', 'layouts', 'created', 'edited', 'easy', 'use', 'graphical', 'windows', 'environment', 'designpro', 'tools', 'plus', 'provides', 'visual', 'interface', 'enables', 'designers', 'create', 'edit', 'form', 'font', 'image', 'resources', 'documents', 'produced', 'afp', 'xerox', 'production', 'printers', 'concurrent', 'licensing', 'enables', 'multiple', 'users', 'single', 'license']",0.08304473304473305,0,"(S
  designprois/NN
  next/JJ
  generation/NN
  ofelixirsuites/VBZ
  new/JJ
  improved/JJ
  tools/NNS
  creating/VBG
  editing/VBG
  print/JJ
  resources/NNS
  designing/VBG
  documents/NNS
  print/JJ
  resources/NNS
  page/NN
  layouts/NNS
  created/VBN
  edited/VBD
  easy/JJ
  use/NN
  graphical/JJ
  windows/NNS
  environment/NN
  designpro/NN
  tools/NNS
  plus/CC
  provides/VBZ
  visual/JJ
  interface/NN
  enables/VBZ
  designers/NNS
  create/VBP
  edit/JJ
  form/NN
  font/NN
  image/NN
  resources/NNS
  documents/NNS
  produced/VBD
  afp/JJ
  xerox/NNP
  production/NN
  printers/NNS
  concurrent/VBP
  licensing/VBG
  enables/NNS
  multiple/JJ
  users/NNS
  single/JJ
  license/NN)","[('designprois', 'NN'), ('next', 'JJ'), ('generation', 'NN'), ('ofelixirsuites', 'VBZ'), ('new', 'JJ'), ('improved', 'JJ'), ('tools', 'NNS'), ('creating', 'VBG'), ('editing', 'VBG'), ('print', 'JJ'), ('resources', 'NNS'), ('designing', 'VBG'), ('documents', 'NNS'), ('print', 'JJ'), ('resources', 'NNS'), ('page', 'NN'), ('layouts', 'NNS'), ('created', 'VBN'), ('edited', 'VBD'), ('easy', 'JJ'), ('use', 'NN'), ('graphical', 'JJ'), ('windows', 'NNS'), ('environment', 'NN'), ('designpro', 'NN'), ('tools', 'NNS'), ('plus', 'CC'), ('provides', 'VBZ'), ('visual', 'JJ'), ('interface', 'NN'), ('enables', 'VBZ'), ('designers', 'NNS'), ('create', 'VBP'), ('edit', 'JJ'), ('form', 'NN'), ('font', 'NN'), ('image', 'NN'), ('resources', 'NNS'), ('documents', 'NNS'), ('produced', 'VBD'), ('afp', 'JJ'), ('xerox', 'NNP'), ('production', 'NN'), ('printers', 'NNS'), ('concurrent', 'VBP'), ('licensing', 'VBG'), ('enables', 'NNS'), ('multiple', 'JJ'), ('users', 'NNS'), ('single', 'JJ'), ('license', 'NN')]"
Factset Digital,instant access market trends company industry intelligence performance,instant access market trends company industry intelligence performance,"['instant', 'access', 'market', 'trends', 'company', 'industry', 'intelligence', 'performance']",0.0,0,"(S
  instant/JJ
  access/NN
  market/NN
  trends/VBZ
  company/NN
  industry/NN
  intelligence/NN
  performance/NN)","[('instant', 'JJ'), ('access', 'NN'), ('market', 'NN'), ('trends', 'VBZ'), ('company', 'NN'), ('industry', 'NN'), ('intelligence', 'NN'), ('performance', 'NN')]"
GXS Suite,gxs provides businesstobusiness integration ondemand supply chain integration synchronization collaboration solutions cloud platform,gxs provides businesstobusiness integration ondemand supply chain integration synchronization collaboration solutions,"['gxs', 'provides', 'businesstobusiness', 'integration', 'ondemand', 'supply', 'chain', 'integration', 'synchronization', 'collaboration', 'solutions']",0.0,1,"(S
  gxs/NN
  provides/VBZ
  businesstobusiness/JJ
  integration/NN
  ondemand/VBP
  supply/NN
  chain/NN
  integration/NN
  synchronization/NN
  collaboration/NN
  solutions/NNS)","[('gxs', 'NN'), ('provides', 'VBZ'), ('businesstobusiness', 'JJ'), ('integration', 'NN'), ('ondemand', 'VBP'), ('supply', 'NN'), ('chain', 'NN'), ('integration', 'NN'), ('synchronization', 'NN'), ('collaboration', 'NN'), ('solutions', 'NNS')]"
Exstream,opentext exstream designed omnichannel customer communication management ccm transforming regular customer communications highly personalized engaging customer experiences exstream leverages data existing content within organization deliver communications customers preferred digital print channels screen sizes devices exstream multichannel customer communication management ccm solution empowers make every customer touch point creating insightful impactful realtime customer communications exstream product also includes b swm renewal proforma output sorting bundling node locked production maint portable document format pdf output,opentext exstream designed omnichannel customer communication management ccm transforming regular customer communications highly personalized engaging customer experiences exstream leverages existing content within organization deliver communications customers preferred digital print channels screen sizes devices exstream multichannel customer communication management ccm empowers make every customer touch point creating insightful impactful realtime customer communications exstream product also includes b swm renewal proforma output sorting bundling node locked production maint portable document format pdf output,"['opentext', 'exstream', 'designed', 'omnichannel', 'customer', 'communication', 'management', 'ccm', 'transforming', 'regular', 'customer', 'communications', 'highly', 'personalized', 'engaging', 'customer', 'experiences', 'exstream', 'leverages', 'existing', 'content', 'within', 'organization', 'deliver', 'communications', 'customers', 'preferred', 'digital', 'print', 'channels', 'screen', 'sizes', 'devices', 'exstream', 'multichannel', 'customer', 'communication', 'management', 'ccm', 'empowers', 'make', 'every', 'customer', 'touch', 'point', 'creating', 'insightful', 'impactful', 'realtime', 'customer', 'communications', 'exstream', 'product', 'also', 'includes', 'b', 'swm', 'renewal', 'proforma', 'output', 'sorting', 'bundling', 'node', 'locked', 'production', 'maint', 'portable', 'document', 'format', 'pdf', 'output']",0.14,1,"(S
  opentext/JJ
  exstream/NN
  designed/VBN
  omnichannel/IN
  customer/NN
  communication/NN
  management/NN
  ccm/NN
  transforming/VBG
  regular/JJ
  customer/NN
  communications/NNS
  highly/RB
  personalized/VBD
  engaging/VBG
  customer/NN
  experiences/NNS
  exstream/VBP
  leverages/VBZ
  existing/VBG
  content/NN
  within/IN
  organization/NN
  deliver/NN
  communications/VBZ
  customers/NNS
  preferred/JJ
  digital/JJ
  print/NN
  channels/NNS
  screen/NN
  sizes/VBZ
  devices/NNS
  exstream/NN
  multichannel/NN
  customer/NN
  communication/NN
  management/NN
  ccm/NN
  empowers/NNS
  make/VBP
  every/DT
  customer/NN
  touch/NN
  point/NN
  creating/VBG
  insightful/JJ
  impactful/JJ
  realtime/NN
  customer/NN
  communications/NNS
  exstream/VBP
  product/NN
  also/RB
  includes/VBZ
  b/NN
  swm/NN
  renewal/NN
  proforma/NN
  output/NN
  sorting/VBG
  bundling/VBG
  node/NN
  locked/VBN
  production/NN
  maint/NN
  portable/JJ
  document/NN
  format/NN
  pdf/NN
  output/NN)","[('opentext', 'JJ'), ('exstream', 'NN'), ('designed', 'VBN'), ('omnichannel', 'IN'), ('customer', 'NN'), ('communication', 'NN'), ('management', 'NN'), ('ccm', 'NN'), ('transforming', 'VBG'), ('regular', 'JJ'), ('customer', 'NN'), ('communications', 'NNS'), ('highly', 'RB'), ('personalized', 'VBD'), ('engaging', 'VBG'), ('customer', 'NN'), ('experiences', 'NNS'), ('exstream', 'VBP'), ('leverages', 'VBZ'), ('existing', 'VBG'), ('content', 'NN'), ('within', 'IN'), ('organization', 'NN'), ('deliver', 'NN'), ('communications', 'VBZ'), ('customers', 'NNS'), ('preferred', 'JJ'), ('digital', 'JJ'), ('print', 'NN'), ('channels', 'NNS'), ('screen', 'NN'), ('sizes', 'VBZ'), ('devices', 'NNS'), ('exstream', 'NN'), ('multichannel', 'NN'), ('customer', 'NN'), ('communication', 'NN'), ('management', 'NN'), ('ccm', 'NN'), ('empowers', 'NNS'), ('make', 'VBP'), ('every', 'DT'), ('customer', 'NN'), ('touch', 'NN'), ('point', 'NN'), ('creating', 'VBG'), ('insightful', 'JJ'), ('impactful', 'JJ'), ('realtime', 'NN'), ('customer', 'NN'), ('communications', 'NNS'), ('exstream', 'VBP'), ('product', 'NN'), ('also', 'RB'), ('includes', 'VBZ'), ('b', 'NN'), ('swm', 'NN'), ('renewal', 'NN'), ('proforma', 'NN'), ('output', 'NN'), ('sorting', 'VBG'), ('bundling', 'VBG'), ('node', 'NN'), ('locked', 'VBN'), ('production', 'NN'), ('maint', 'NN'), ('portable', 'JJ'), ('document', 'NN'), ('format', 'NN'), ('pdf', 'NN'), ('output', 'NN')]"
RightFax,rightfax scalable fax server solution meet needs size organization key benefits include increase productivity allowing users fax directly business applications workstations shorten business cycle speeding document delivery integrating business workflow,rightfax scalable fax server meet needs size organization key benefits include increase productivity allowing users fax directly applications workstations shorten cycle speeding document delivery integrating workflow,"['rightfax', 'scalable', 'fax', 'server', 'meet', 'needs', 'size', 'organization', 'key', 'benefits', 'include', 'increase', 'productivity', 'allowing', 'users', 'fax', 'directly', 'applications', 'workstations', 'shorten', 'cycle', 'speeding', 'document', 'delivery', 'integrating', 'workflow']",0.05,0,"(S
  rightfax/NN
  scalable/JJ
  fax/NN
  server/NN
  meet/NN
  needs/NNS
  size/NN
  organization/NN
  key/JJ
  benefits/NNS
  include/VBP
  increase/JJ
  productivity/NN
  allowing/VBG
  users/NNS
  fax/VBP
  directly/RB
  applications/NNS
  workstations/NNS
  shorten/VBP
  cycle/NN
  speeding/VBG
  document/JJ
  delivery/NN
  integrating/NN
  workflow/NN)","[('rightfax', 'NN'), ('scalable', 'JJ'), ('fax', 'NN'), ('server', 'NN'), ('meet', 'NN'), ('needs', 'NNS'), ('size', 'NN'), ('organization', 'NN'), ('key', 'JJ'), ('benefits', 'NNS'), ('include', 'VBP'), ('increase', 'JJ'), ('productivity', 'NN'), ('allowing', 'VBG'), ('users', 'NNS'), ('fax', 'VBP'), ('directly', 'RB'), ('applications', 'NNS'), ('workstations', 'NNS'), ('shorten', 'VBP'), ('cycle', 'NN'), ('speeding', 'VBG'), ('document', 'JJ'), ('delivery', 'NN'), ('integrating', 'NN'), ('workflow', 'NN')]"
Vendor Invoice Management,opentext vendor invoice management solutions industry leading invoice management processing solution integral part sap vendor invoice management sap solutions includes preconfigured rules roles actions fully automate invoice receipt posting vendor invoice management solutions goes beyond finance cover order confirmations delivery notes sales orders remittance,opentext vendor invoice management solutions industry leading invoice management processing integral part sap vendor invoice management sap solutions includes preconfigured rules roles actions fully automate invoice receipt posting vendor invoice management solutions goes beyond finance cover order confirmations delivery notes sales orders remittance,"['opentext', 'vendor', 'invoice', 'management', 'solutions', 'industry', 'leading', 'invoice', 'management', 'processing', 'integral', 'part', 'sap', 'vendor', 'invoice', 'management', 'sap', 'solutions', 'includes', 'preconfigured', 'rules', 'roles', 'actions', 'fully', 'automate', 'invoice', 'receipt', 'posting', 'vendor', 'invoice', 'management', 'solutions', 'goes', 'beyond', 'finance', 'cover', 'order', 'confirmations', 'delivery', 'notes', 'sales', 'orders', 'remittance']",0.0,0,"(S
  opentext/JJ
  vendor/NN
  invoice/NN
  management/NN
  solutions/NNS
  industry/NN
  leading/VBG
  invoice/JJ
  management/NN
  processing/VBG
  integral/JJ
  part/NN
  sap/NN
  vendor/NN
  invoice/NN
  management/NN
  sap/JJ
  solutions/NNS
  includes/VBZ
  preconfigured/JJ
  rules/NNS
  roles/NNS
  actions/NNS
  fully/RB
  automate/VBP
  invoice/JJ
  receipt/NN
  posting/VBG
  vendor/NN
  invoice/NN
  management/NN
  solutions/NNS
  goes/VBZ
  beyond/IN
  finance/NN
  cover/NN
  order/NN
  confirmations/NNS
  delivery/NN
  notes/NNS
  sales/NNS
  orders/NNS
  remittance/NN)","[('opentext', 'JJ'), ('vendor', 'NN'), ('invoice', 'NN'), ('management', 'NN'), ('solutions', 'NNS'), ('industry', 'NN'), ('leading', 'VBG'), ('invoice', 'JJ'), ('management', 'NN'), ('processing', 'VBG'), ('integral', 'JJ'), ('part', 'NN'), ('sap', 'NN'), ('vendor', 'NN'), ('invoice', 'NN'), ('management', 'NN'), ('sap', 'JJ'), ('solutions', 'NNS'), ('includes', 'VBZ'), ('preconfigured', 'JJ'), ('rules', 'NNS'), ('roles', 'NNS'), ('actions', 'NNS'), ('fully', 'RB'), ('automate', 'VBP'), ('invoice', 'JJ'), ('receipt', 'NN'), ('posting', 'VBG'), ('vendor', 'NN'), ('invoice', 'NN'), ('management', 'NN'), ('solutions', 'NNS'), ('goes', 'VBZ'), ('beyond', 'IN'), ('finance', 'NN'), ('cover', 'NN'), ('order', 'NN'), ('confirmations', 'NNS'), ('delivery', 'NN'), ('notes', 'NNS'), ('sales', 'NNS'), ('orders', 'NNS'), ('remittance', 'NN')]"
Extended ECM,integrate content services lead applications bridge content silos expedite information flows expand governance includes prime protect program fee opentext extended ecm platform content transparently integrated leading applications sap shana sap successfactors salesforce microsoft office processdriving software ecm integrations content services platform bridges content silos intelligently automates business processes allow information flow effortlessly across applications,integrate content lead applications bridge content silos expedite information flows expand governance includes prime protect program fee opentext extended ecm content transparently integrated leading applications sap shana sap successfactors salesforce microsoft office processdriving software ecm integrations content bridges content silos intelligently automates processes allow information flow effortlessly across applications,"['integrate', 'content', 'lead', 'applications', 'bridge', 'content', 'silos', 'expedite', 'information', 'flows', 'expand', 'governance', 'includes', 'prime', 'protect', 'program', 'fee', 'opentext', 'extended', 'ecm', 'content', 'transparently', 'integrated', 'leading', 'applications', 'sap', 'shana', 'sap', 'successfactors', 'salesforce', 'microsoft', 'office', 'processdriving', 'software', 'ecm', 'integrations', 'content', 'bridges', 'content', 'silos', 'intelligently', 'automates', 'processes', 'allow', 'information', 'flow', 'effortlessly', 'across', 'applications']",0.8,0,"(S
  integrate/NN
  content/JJ
  lead/NN
  applications/NNS
  bridge/VBP
  content/JJ
  silos/NN
  expedite/JJ
  information/NN
  flows/VBZ
  expand/VBP
  governance/NN
  includes/VBZ
  prime/JJ
  protect/JJ
  program/NN
  fee/NN
  opentext/NN
  extended/VBD
  ecm/JJ
  content/NN
  transparently/RB
  integrated/VBN
  leading/JJ
  applications/NNS
  sap/VBP
  shana/JJ
  sap/NN
  successfactors/NNS
  salesforce/VBP
  microsoft/JJ
  office/NN
  processdriving/NN
  software/NN
  ecm/JJ
  integrations/NNS
  content/JJ
  bridges/NNS
  content/JJ
  silos/NN
  intelligently/RB
  automates/VBZ
  processes/NNS
  allow/JJ
  information/NN
  flow/NN
  effortlessly/RB
  across/IN
  applications/NNS)","[('integrate', 'NN'), ('content', 'JJ'), ('lead', 'NN'), ('applications', 'NNS'), ('bridge', 'VBP'), ('content', 'JJ'), ('silos', 'NN'), ('expedite', 'JJ'), ('information', 'NN'), ('flows', 'VBZ'), ('expand', 'VBP'), ('governance', 'NN'), ('includes', 'VBZ'), ('prime', 'JJ'), ('protect', 'JJ'), ('program', 'NN'), ('fee', 'NN'), ('opentext', 'NN'), ('extended', 'VBD'), ('ecm', 'JJ'), ('content', 'NN'), ('transparently', 'RB'), ('integrated', 'VBN'), ('leading', 'JJ'), ('applications', 'NNS'), ('sap', 'VBP'), ('shana', 'JJ'), ('sap', 'NN'), ('successfactors', 'NNS'), ('salesforce', 'VBP'), ('microsoft', 'JJ'), ('office', 'NN'), ('processdriving', 'NN'), ('software', 'NN'), ('ecm', 'JJ'), ('integrations', 'NNS'), ('content', 'JJ'), ('bridges', 'NNS'), ('content', 'JJ'), ('silos', 'NN'), ('intelligently', 'RB'), ('automates', 'VBZ'), ('processes', 'NNS'), ('allow', 'JJ'), ('information', 'NN'), ('flow', 'NN'), ('effortlessly', 'RB'), ('across', 'IN'), ('applications', 'NNS')]"
Business Monitor,ibm business monitorprovides detailedbusinessactivitymonitoringto help improvebusinessagility offers customizable dashboards notifications alerts provide near realtime visibility intobusinessoperations transactions processes betterbusinessinsights,ibm monitorprovides detailedbusinessactivitymonitoringto help improvebusinessagility offers customizable dashboards notifications alerts provide near realtime visibility intobusinessoperations transactions processes betterbusinessinsights,"['ibm', 'monitorprovides', 'detailedbusinessactivitymonitoringto', 'help', 'improvebusinessagility', 'offers', 'customizable', 'dashboards', 'notifications', 'alerts', 'provide', 'near', 'realtime', 'visibility', 'intobusinessoperations', 'transactions', 'processes', 'betterbusinessinsights']",0.1,1,"(S
  ibm/NN
  monitorprovides/NNS
  detailedbusinessactivitymonitoringto/VBP
  help/NN
  improvebusinessagility/NN
  offers/VBZ
  customizable/JJ
  dashboards/NNS
  notifications/NNS
  alerts/NNS
  provide/VBP
  near/IN
  realtime/JJ
  visibility/NN
  intobusinessoperations/NNS
  transactions/NNS
  processes/NNS
  betterbusinessinsights/NNS)","[('ibm', 'NN'), ('monitorprovides', 'NNS'), ('detailedbusinessactivitymonitoringto', 'VBP'), ('help', 'NN'), ('improvebusinessagility', 'NN'), ('offers', 'VBZ'), ('customizable', 'JJ'), ('dashboards', 'NNS'), ('notifications', 'NNS'), ('alerts', 'NNS'), ('provide', 'VBP'), ('near', 'IN'), ('realtime', 'JJ'), ('visibility', 'NN'), ('intobusinessoperations', 'NNS'), ('transactions', 'NNS'), ('processes', 'NNS'), ('betterbusinessinsights', 'NNS')]"
Content Manager OnDemand (CMOD),ibmcontent manager ondemandsolution automatically captures stores high volumes documents including xml data sets outbound statements internal production reports,ibmcontent manager ondemandsolution automatically captures stores high volumes documents including xml sets outbound statements internal production reports,"['ibmcontent', 'manager', 'ondemandsolution', 'automatically', 'captures', 'stores', 'high', 'volumes', 'documents', 'including', 'xml', 'sets', 'outbound', 'statements', 'internal', 'production', 'reports']",0.08,0,"(S
  ibmcontent/NN
  manager/NN
  ondemandsolution/NN
  automatically/RB
  captures/VBZ
  stores/NNS
  high/JJ
  volumes/NNS
  documents/NNS
  including/VBG
  xml/JJ
  sets/NNS
  outbound/IN
  statements/NNS
  internal/JJ
  production/NN
  reports/NNS)","[('ibmcontent', 'NN'), ('manager', 'NN'), ('ondemandsolution', 'NN'), ('automatically', 'RB'), ('captures', 'VBZ'), ('stores', 'NNS'), ('high', 'JJ'), ('volumes', 'NNS'), ('documents', 'NNS'), ('including', 'VBG'), ('xml', 'JJ'), ('sets', 'NNS'), ('outbound', 'IN'), ('statements', 'NNS'), ('internal', 'JJ'), ('production', 'NN'), ('reports', 'NNS')]"
Content Manager,provide ecm support zosibm content managerforibmzos scalable ecm solution provides integratedcontentmanagement features types ofcontent including images documents rich media,provide ecm support zosibm content managerforibmzos scalable ecm provides integratedcontentmanagement features types ofcontent including images documents rich media,"['provide', 'ecm', 'support', 'zosibm', 'content', 'managerforibmzos', 'scalable', 'ecm', 'provides', 'integratedcontentmanagement', 'features', 'types', 'ofcontent', 'including', 'images', 'documents', 'rich', 'media']",0.375,0,"(S
  provide/VB
  ecm/JJ
  support/NN
  zosibm/NN
  content/NN
  managerforibmzos/NN
  scalable/JJ
  ecm/NN
  provides/VBZ
  integratedcontentmanagement/JJ
  features/NNS
  types/NNS
  ofcontent/JJ
  including/VBG
  images/JJ
  documents/NNS
  rich/JJ
  media/NNS)","[('provide', 'VB'), ('ecm', 'JJ'), ('support', 'NN'), ('zosibm', 'NN'), ('content', 'NN'), ('managerforibmzos', 'NN'), ('scalable', 'JJ'), ('ecm', 'NN'), ('provides', 'VBZ'), ('integratedcontentmanagement', 'JJ'), ('features', 'NNS'), ('types', 'NNS'), ('ofcontent', 'JJ'), ('including', 'VBG'), ('images', 'JJ'), ('documents', 'NNS'), ('rich', 'JJ'), ('media', 'NNS')]"
Decision Center,ibms business rule management system brms,ibms rule management system brms,"['ibms', 'rule', 'management', 'system', 'brms']",0.0,0,(S ibms/NN rule/NN management/NN system/NN brms/NNS),"[('ibms', 'NN'), ('rule', 'NN'), ('management', 'NN'), ('system', 'NN'), ('brms', 'NNS')]"
Enterprise Records,ibm enterprise recordsprovides content processes connectivity help maintain provide arecordof compliance electronic physicalrecords,ibm enterprise recordsprovides content processes connectivity help maintain provide arecordof compliance electronic physicalrecords,"['ibm', 'enterprise', 'recordsprovides', 'content', 'processes', 'connectivity', 'help', 'maintain', 'provide', 'arecordof', 'compliance', 'electronic', 'physicalrecords']",0.0,2,"(S
  ibm/JJ
  enterprise/NN
  recordsprovides/NNS
  content/JJ
  processes/NNS
  connectivity/NN
  help/VBP
  maintain/VB
  provide/VB
  arecordof/JJ
  compliance/NN
  electronic/JJ
  physicalrecords/NNS)","[('ibm', 'JJ'), ('enterprise', 'NN'), ('recordsprovides', 'NNS'), ('content', 'JJ'), ('processes', 'NNS'), ('connectivity', 'NN'), ('help', 'VBP'), ('maintain', 'VB'), ('provide', 'VB'), ('arecordof', 'JJ'), ('compliance', 'NN'), ('electronic', 'JJ'), ('physicalrecords', 'NNS')]"
FileNet Content Manager,ibm filenet content manager flexible fullfeatured content management solution helps enable creation innovative business applications cloud govern enterprise content automatically extract insight unstructured content dissolve content silos,ibm filenet content manager flexible fullfeatured content management helps enable creation innovative applications govern enterprise content automatically extract insight unstructured content dissolve content silos,"['ibm', 'filenet', 'content', 'manager', 'flexible', 'fullfeatured', 'content', 'management', 'helps', 'enable', 'creation', 'innovative', 'applications', 'govern', 'enterprise', 'content', 'automatically', 'extract', 'insight', 'unstructured', 'content', 'dissolve', 'content', 'silos']",0.5,0,"(S
  ibm/JJ
  filenet/NN
  content/NN
  manager/NN
  flexible/JJ
  fullfeatured/VBD
  content/JJ
  management/NN
  helps/VBZ
  enable/JJ
  creation/NN
  innovative/JJ
  applications/NNS
  govern/VBP
  enterprise/NN
  content/NN
  automatically/RB
  extract/JJ
  insight/NN
  unstructured/JJ
  content/NN
  dissolve/NN
  content/NN
  silos/NN)","[('ibm', 'JJ'), ('filenet', 'NN'), ('content', 'NN'), ('manager', 'NN'), ('flexible', 'JJ'), ('fullfeatured', 'VBD'), ('content', 'JJ'), ('management', 'NN'), ('helps', 'VBZ'), ('enable', 'JJ'), ('creation', 'NN'), ('innovative', 'JJ'), ('applications', 'NNS'), ('govern', 'VBP'), ('enterprise', 'NN'), ('content', 'NN'), ('automatically', 'RB'), ('extract', 'JJ'), ('insight', 'NN'), ('unstructured', 'JJ'), ('content', 'NN'), ('dissolve', 'NN'), ('content', 'NN'), ('silos', 'NN')]"
CloudSuite Workforce Management,infor cloudsuite workforce management wfm leadingedge comprehensive modern solution strategically enhances workforce planning execution analysis infor workforce management comprehensive solution aligns labor management corporate strategy,infor cloudsuite workforce management wfm leadingedge comprehensive modern strategically enhances workforce planning execution analysis infor workforce management comprehensive aligns labor management corporate strategy,"['infor', 'cloudsuite', 'workforce', 'management', 'wfm', 'leadingedge', 'comprehensive', 'modern', 'strategically', 'enhances', 'workforce', 'planning', 'execution', 'analysis', 'infor', 'workforce', 'management', 'comprehensive', 'aligns', 'labor', 'management', 'corporate', 'strategy']",0.1,1,"(S
  infor/JJ
  cloudsuite/NN
  workforce/NN
  management/NN
  wfm/NN
  leadingedge/NN
  comprehensive/JJ
  modern/JJ
  strategically/RB
  enhances/VBZ
  workforce/NN
  planning/VBG
  execution/NN
  analysis/NN
  infor/JJ
  workforce/NN
  management/NN
  comprehensive/JJ
  aligns/NNS
  labor/NN
  management/NN
  corporate/JJ
  strategy/NN)","[('infor', 'JJ'), ('cloudsuite', 'NN'), ('workforce', 'NN'), ('management', 'NN'), ('wfm', 'NN'), ('leadingedge', 'NN'), ('comprehensive', 'JJ'), ('modern', 'JJ'), ('strategically', 'RB'), ('enhances', 'VBZ'), ('workforce', 'NN'), ('planning', 'VBG'), ('execution', 'NN'), ('analysis', 'NN'), ('infor', 'JJ'), ('workforce', 'NN'), ('management', 'NN'), ('comprehensive', 'JJ'), ('aligns', 'NNS'), ('labor', 'NN'), ('management', 'NN'), ('corporate', 'JJ'), ('strategy', 'NN')]"
Sales and Operations Planning,jda software software consultancy company specializes selling supply chain management products services businesses name changed blue yonder,jda software software consultancy company specializes selling supply chain management products businesses name changed blue yonder,"['jda', 'software', 'software', 'consultancy', 'company', 'specializes', 'selling', 'supply', 'chain', 'management', 'products', 'businesses', 'name', 'changed', 'blue', 'yonder']",0.0,1,"(S
  jda/NN
  software/NN
  software/NN
  consultancy/NN
  company/NN
  specializes/VBZ
  selling/VBG
  supply/NN
  chain/NN
  management/NN
  products/NNS
  businesses/NNS
  name/RB
  changed/VBD
  blue/JJ
  yonder/NN)","[('jda', 'NN'), ('software', 'NN'), ('software', 'NN'), ('consultancy', 'NN'), ('company', 'NN'), ('specializes', 'VBZ'), ('selling', 'VBG'), ('supply', 'NN'), ('chain', 'NN'), ('management', 'NN'), ('products', 'NNS'), ('businesses', 'NNS'), ('name', 'RB'), ('changed', 'VBD'), ('blue', 'JJ'), ('yonder', 'NN')]"
Workforce Central Workforce Integration Manager (WIM),kronos workforce central isa fullservice suite designed meet needs businesses sizes regardless industry facilitates management entire team driving employee engagement bolstering business processes,kronos workforce central isa fullservice suite designed meet needs businesses sizes regardless industry facilitates management entire team driving employee engagement bolstering processes,"['kronos', 'workforce', 'central', 'isa', 'fullservice', 'suite', 'designed', 'meet', 'needs', 'businesses', 'sizes', 'regardless', 'industry', 'facilitates', 'management', 'entire', 'team', 'driving', 'employee', 'engagement', 'bolstering', 'processes']",0.0,0,"(S
  kronos/NNS
  workforce/VBP
  central/JJ
  isa/JJ
  fullservice/NN
  suite/NN
  designed/VBN
  meet/NN
  needs/VBZ
  businesses/NNS
  sizes/VBZ
  regardless/RB
  industry/NN
  facilitates/VBZ
  management/NN
  entire/JJ
  team/NN
  driving/VBG
  employee/NN
  engagement/NN
  bolstering/NN
  processes/NNS)","[('kronos', 'NNS'), ('workforce', 'VBP'), ('central', 'JJ'), ('isa', 'JJ'), ('fullservice', 'NN'), ('suite', 'NN'), ('designed', 'VBN'), ('meet', 'NN'), ('needs', 'VBZ'), ('businesses', 'NNS'), ('sizes', 'VBZ'), ('regardless', 'RB'), ('industry', 'NN'), ('facilitates', 'VBZ'), ('management', 'NN'), ('entire', 'JJ'), ('team', 'NN'), ('driving', 'VBG'), ('employee', 'NN'), ('engagement', 'NN'), ('bolstering', 'NN'), ('processes', 'NNS')]"
Workforce Dimensions,kronos dimensions workforce management solution provide forecasting scheduling time capture analytics communication platform wireless retail stores engagement receive desktop mobile solution,kronos dimensions workforce management provide forecasting scheduling time capture analytics communication wireless retail stores engagement receive desktop mobile,"['kronos', 'dimensions', 'workforce', 'management', 'provide', 'forecasting', 'scheduling', 'time', 'capture', 'analytics', 'communication', 'wireless', 'retail', 'stores', 'engagement', 'receive', 'desktop', 'mobile']",0.0,2,"(S
  kronos/NNS
  dimensions/NNS
  workforce/VBP
  management/NN
  provide/NN
  forecasting/VBG
  scheduling/JJ
  time/NN
  capture/NN
  analytics/NNS
  communication/NN
  wireless/IN
  retail/JJ
  stores/NNS
  engagement/JJ
  receive/VBP
  desktop/NN
  mobile/NN)","[('kronos', 'NNS'), ('dimensions', 'NNS'), ('workforce', 'VBP'), ('management', 'NN'), ('provide', 'NN'), ('forecasting', 'VBG'), ('scheduling', 'JJ'), ('time', 'NN'), ('capture', 'NN'), ('analytics', 'NNS'), ('communication', 'NN'), ('wireless', 'IN'), ('retail', 'JJ'), ('stores', 'NNS'), ('engagement', 'JJ'), ('receive', 'VBP'), ('desktop', 'NN'), ('mobile', 'NN')]"
